host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,amenities_count,host_experience_days
within an hour,1.0,1.0,False,2.0,True,True,Moss Park,43.66242,-79.36851,Entire condo,Entire home/apt,4,2.0,2.0,232.0,5,1125,4,19,43,133,12,12,2,4.67,4.67,4.75,5.0,5.0,4.92,4.75,False,4.74,53,1951.0
within an hour,1.0,1.0,False,1.0,True,True,Waterfront Communities-The Island,43.64757718,-79.38994761,Entire condo,Entire home/apt,2,1.0,1.0,130.0,28,180,5,35,65,155,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,1.0,51,5058.0
within an hour,1.0,0.97,False,7.0,True,True,Downsview-Roding-CFB,43.73244,-79.47761,Entire townhouse,Entire home/apt,5,3.0,3.0,279.0,2,365,13,34,64,137,6,6,4,5.0,5.0,4.83,4.83,5.0,4.5,5.0,False,2.22,53,2757.0
within an hour,1.0,1.0,False,1.0,True,True,Pelmo Park-Humberlea,43.71802854,-79.53198096,Entire home,Entire home/apt,8,4.0,4.0,950.0,2,31,0,5,32,258,4,4,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,4.0,57,2651.0
a few days or more,0.4,1.0,False,1.0,False,True,Church-Yonge Corridor,43.64926121,-79.37609702,Entire condo,Entire home/apt,3,1.0,2.0,125.0,28,365,3,3,4,5,1,1,1,5.0,5.0,3.0,5.0,5.0,5.0,5.0,True,1.0,5,5059.0
within a day,0.57,0.69,False,48.0,True,True,Birchcliffe-Cliffside,43.70752,-79.26037,Private room in home,Private room,2,3.0,3.0,80.0,28,365,7,37,67,342,1,1,0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,False,0.56,13,3486.0
within an hour,1.0,0.94,False,1.0,True,True,Mimico (includes Humber Bay Shores),43.62456265,-79.48009623,Entire condo,Entire home/apt,3,2.0,2.0,227.0,3,365,12,42,72,347,6,6,3,4.83,4.67,4.67,5.0,5.0,5.0,4.83,True,3.33,56,2605.0
within an hour,0.9,1.0,False,3.0,True,True,Bendale,43.7476436,-79.2442119,Entire guest suite,Entire home/apt,2,1.0,1.0,128.0,28,90,6,36,66,66,1,1,1,4.0,5.0,4.0,5.0,5.0,5.0,4.0,True,1.0,18,5008.0
within an hour,1.0,1.0,False,1.0,True,False,Waterfront Communities-The Island,43.64413,-79.38941,Entire condo,Entire home/apt,4,1.0,1.0,414.0,2,365,10,40,70,345,9,9,4,4.78,4.78,4.67,4.33,4.89,5.0,4.67,True,3.29,47,5054.0
within a few hours,0.82,0.98,True,4.0,True,True,O'Connor-Parkview,43.7147515,-79.3045002,Private room in rental unit,Private room,2,1.0,1.0,99.0,2,7,21,51,81,356,9,9,2,4.67,4.78,4.67,4.89,4.89,4.67,4.44,False,3.46,40,1208.0
within an hour,1.0,1.0,False,1.0,True,True,L'Amoreaux,43.79586798,-79.3024693,Private room in home,Private room,2,1.0,1.0,91.0,1,7,8,16,16,16,7,7,7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,7.0,35,5059.0
within a few hours,1.0,1.0,False,2.0,False,True,Yonge-Eglinton,43.70185746,-79.40062261,Entire guest suite,Entire home/apt,4,2.0,3.0,125.0,28,31,6,36,66,156,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.71,45,4861.0
within an hour,1.0,0.99,False,13.0,True,True,Downsview-Roding-CFB,43.73094,-79.4813,Entire home,Entire home/apt,10,5.0,5.0,583.0,3,60,21,51,81,345,5,5,1,5.0,5.0,4.8,5.0,4.8,4.8,5.0,True,2.63,29,3278.0
within an hour,1.0,1.0,False,8.0,True,True,Little Portugal,43.64399093,-79.42653663,Entire rental unit,Entire home/apt,4,2.0,2.0,195.0,28,365,27,57,87,361,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,1.0,45,4914.0
within a few hours,1.0,1.0,False,1.0,True,True,Moss Park,43.65210682,-79.36282919,Entire serviced apartment,Entire home/apt,2,1.0,1.0,190.0,12,30,0,0,0,0,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,1.18,41,2927.0
within an hour,1.0,1.0,True,4.0,True,True,Palmerston-Little Italy,43.65822137,-79.41275621,Entire rental unit,Entire home/apt,2,1.0,1.0,194.0,1,14,7,19,28,28,24,24,6,4.96,4.92,4.92,5.0,5.0,4.92,4.79,False,8.57,36,3597.0
within an hour,1.0,1.0,False,3.0,True,True,Oakridge,43.69253966,-79.28669494,Private room in bungalow,Private room,2,1.0,1.0,156.0,2,28,30,60,90,90,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,1.0,46,3439.0
within an hour,1.0,0.96,False,23.0,True,True,South Riverdale,43.66607859,-79.33703428,Entire guest suite,Entire home/apt,2,1.0,1.0,73.0,28,365,6,36,66,66,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.81,28,2391.0
within an hour,0.9,0.83,False,1.0,True,True,Annex,43.67281018,-79.39597938,Entire condo,Entire home/apt,4,2.0,2.0,580.0,5,75,26,26,26,26,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,False,1.0,12,561.0
within an hour,1.0,0.96,False,1.0,True,True,Mount Pleasant East,43.71200118,-79.3801862,Entire home,Entire home/apt,2,1.0,1.0,90.0,2,365,4,12,22,55,6,6,6,5.0,5.0,4.83,5.0,5.0,4.67,5.0,False,6.0,42,2977.0
within an hour,0.9,0.99,False,9.0,True,True,Mount Pleasant West,43.70977003,-79.39407448,Entire rental unit,Entire home/apt,6,2.0,4.0,284.0,3,365,1,2,2,192,10,10,4,4.4,4.3,4.7,4.5,4.5,4.9,4.5,True,4.11,10,3781.0
within an hour,1.0,0.89,True,2.0,True,True,High Park-Swansea,43.64536,-79.45439,Private room in hostel,Private room,1,1.0,1.0,120.0,28,28,13,33,33,72,9,9,4,5.0,5.0,5.0,5.0,5.0,4.89,4.89,False,4.09,35,4711.0
within an hour,1.0,0.79,False,3.0,True,True,Little Portugal,43.64493933,-79.42883719,Private room in rental unit,Private room,2,1.0,1.0,115.0,2,28,4,20,50,139,12,12,3,4.92,5.0,4.92,5.0,4.92,4.75,4.92,False,5.37,32,2993.0
within an hour,1.0,1.0,True,23.0,True,True,Willowridge-Martingrove-Richview,43.68573,-79.55955,Private room in bungalow,Private room,2,1.0,1.0,49.0,28,365,0,6,36,126,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1.0,31,2522.0
within an hour,1.0,0.61,False,2.0,True,False,Moss Park,43.65523172,-79.359136,Entire guest suite,Entire home/apt,3,1.0,1.0,120.0,4,365,3,6,9,87,5,5,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,3.26,53,2705.0
within a day,0.57,0.69,False,48.0,True,True,Birchcliffe-Cliffside,43.70952202,-79.2587241,Private room in home,Private room,2,1.0,1.0,70.0,28,365,7,37,67,342,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.67,44,3486.0
within an hour,1.0,1.0,False,1.0,True,True,Weston-Pellam Park,43.67203,-79.45967,Entire home,Entire home/apt,3,1.0,2.0,217.0,2,45,4,20,41,89,7,7,3,5.0,5.0,5.0,5.0,5.0,4.57,4.86,False,3.5,12,1513.0
within an hour,1.0,0.92,True,13.0,True,True,Newtonbrook West,43.77581825,-79.43345812,Private room in home,Private room,1,1.0,1.0,65.0,56,730,30,60,90,365,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.81,43,1989.0
within an hour,1.0,1.0,False,1.0,True,True,Guildwood,43.7525584,-79.2009874,Entire guest suite,Entire home/apt,5,2.0,3.0,200.0,1,10,21,46,76,351,7,7,3,4.86,5.0,5.0,5.0,5.0,4.71,4.57,True,5.53,26,5061.0
within an hour,1.0,0.95,False,4.0,True,True,South Parkdale,43.63992,-79.43775,Private room in home,Private room,2,1.0,1.0,139.0,2,30,2,31,61,151,9,9,4,5.0,5.0,4.89,5.0,5.0,4.89,4.89,False,3.21,24,2132.0
within an hour,1.0,0.95,False,2.0,True,True,Annex,43.67125,-79.39397,Entire condo,Entire home/apt,2,1.0,1.0,550.0,2,1125,9,39,48,48,7,7,1,5.0,5.0,4.86,5.0,5.0,5.0,4.71,False,2.8,44,3953.0
within a few hours,1.0,0.84,False,3.0,True,True,Dovercourt-Wallace Emerson-Junction,43.66548876,-79.43945982,Entire condo,Entire home/apt,2,1.0,1.0,250.0,1,29,14,42,72,347,13,13,2,4.92,5.0,5.0,4.92,5.0,4.92,4.85,False,5.06,41,3119.0
within an hour,1.0,1.0,False,1.0,True,True,Annex,43.66741,-79.41259,Entire home,Entire home/apt,6,3.0,3.0,399.0,1,365,24,54,84,255,3,3,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1.11,47,5054.0
within a few hours,0.82,0.98,True,4.0,True,True,O'Connor-Parkview,43.71584,-79.30549,Private room in rental unit,Private room,2,1.0,1.0,99.0,2,365,21,51,81,356,7,7,1,4.71,4.86,4.71,5.0,4.86,4.43,4.43,False,2.76,43,1208.0
within an hour,1.0,1.0,False,1.0,True,True,Waterfront Communities-The Island,43.6426286,-79.3805207,Entire condo,Entire home/apt,8,2.0,4.0,1029.0,1,1125,23,53,83,173,14,14,5,5.0,5.0,4.93,4.86,5.0,5.0,4.79,True,6.27,59,5061.0
within a few hours,0.82,0.98,True,4.0,True,True,O'Connor-Parkview,43.71473987,-79.30448234,Private room in rental unit,Private room,2,1.0,1.0,99.0,2,7,19,49,79,354,13,13,3,4.77,4.85,4.31,5.0,4.92,4.85,4.85,False,5.27,38,1208.0
within an hour,0.9,0.96,True,3.0,True,True,Waterfront Communities-The Island,43.64697,-79.39291,Entire condo,Entire home/apt,3,1.0,2.0,356.0,28,365,17,47,77,167,5,5,2,5.0,5.0,5.0,4.8,5.0,5.0,5.0,True,3.33,47,3673.0
within an hour,1.0,0.91,False,1.0,True,True,South Parkdale,43.6401287,-79.4243084,Entire condo,Entire home/apt,2,1.0,1.0,266.0,2,28,0,7,37,312,2,2,1,5.0,5.0,5.0,5.0,5.0,5.0,4.5,False,1.87,56,3021.0
within an hour,1.0,0.96,False,5.0,True,True,Newtonbrook East,43.79555283,-79.41757026,Private room in home,Private room,2,1.0,1.0,68.0,1,365,20,50,80,355,6,6,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,2.86,28,4711.0
within an hour,1.0,1.0,False,3.0,True,False,Willowridge-Martingrove-Richview,43.68834,-79.54269,Private room in home,Private room,2,1.0,1.0,72.0,1,2,3,3,8,34,26,26,9,5.0,5.0,5.0,5.0,5.0,4.96,4.85,True,12.19,21,5018.0
within an hour,1.0,0.96,False,6.0,True,True,Waterfront Communities-The Island,43.64227757,-79.40149369,Entire condo,Entire home/apt,4,2.0,2.0,252.0,2,30,2,2,2,2,12,12,5,5.0,5.0,5.0,5.0,5.0,4.92,4.92,False,6.55,52,1825.0
within an hour,1.0,1.0,False,1.0,True,True,Rockcliffe-Smythe,43.67501717,-79.48234721,Entire rental unit,Entire home/apt,2,1.0,1.0,100.0,3,180,0,0,14,277,3,3,2,5.0,5.0,5.0,5.0,5.0,4.33,4.67,True,2.57,35,3249.0
within an hour,1.0,0.94,False,5.0,True,True,Waterfront Communities-The Island,43.64332,-79.38065,Entire condo,Entire home/apt,6,2.0,3.0,657.0,1,365,21,51,75,75,5,5,3,4.6,4.8,4.8,4.8,4.8,5.0,4.4,True,2.94,40,4772.0
within an hour,0.99,0.98,False,9.0,True,True,West Humber-Clairville,43.73025303,-79.57633004,Private room in home,Private room,2,1.0,1.0,57.0,28,30,20,50,80,355,11,11,8,4.64,4.73,4.27,4.82,4.82,4.73,4.45,False,6.47,37,3874.0
within an hour,1.0,1.0,False,1.0,True,True,Long Branch,43.59105,-79.53333,Entire guest suite,Entire home/apt,1,1.0,1.0,115.0,2,90,6,29,59,334,3,3,2,5.0,4.67,5.0,4.67,5.0,5.0,5.0,False,2.31,35,1719.0
within an hour,1.0,0.83,True,12.0,True,True,Waterfront Communities-The Island,43.64713,-79.40066,Private room in condo,Private room,1,1.0,1.0,156.0,28,95,1,1,1,65,2,2,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,False,1.5,44,882.0
within a few hours,1.0,0.67,False,6.0,True,True,Islington-City Centre West,43.64518,-79.52139,Private room in home,Private room,2,1.0,1.0,70.0,28,365,7,37,67,342,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.75,39,3592.0
within an hour,1.0,0.99,False,13.0,True,True,Downsview-Roding-CFB,43.73649961,-79.47505704,Entire townhouse,Entire home/apt,10,5.0,5.0,536.0,4,365,24,54,84,351,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,0.79,15,3278.0
within an hour,1.0,0.99,False,13.0,True,True,Downsview-Roding-CFB,43.7364,-79.47702,Entire home,Entire home/apt,10,5.0,5.0,508.0,3,90,23,53,83,83,4,4,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,1.79,32,3278.0
within an hour,0.93,0.99,False,3.0,True,True,Church-Yonge Corridor,43.65509833,-79.37990428,Entire condo,Entire home/apt,2,1.0,1.0,464.0,1,26,8,38,68,343,6,6,6,4.83,5.0,4.5,5.0,4.83,5.0,4.83,True,6.0,34,4959.0
within an hour,0.93,0.99,False,3.0,True,True,Waterfront Communities-The Island,43.64669783,-79.39364434,Entire condo,Entire home/apt,2,1.0,1.0,429.0,1,27,17,47,77,257,13,13,3,4.69,5.0,4.92,4.92,4.54,4.92,4.38,True,4.7,34,4959.0
within an hour,1.0,1.0,False,1.0,True,True,Willowdale West,43.76639,-79.43419,Entire guest suite,Entire home/apt,4,2.0,2.0,210.0,2,28,15,30,56,146,14,14,3,5.0,5.0,4.93,5.0,5.0,4.93,4.79,False,5.45,22,5051.0
within an hour,0.96,0.99,False,2.0,True,True,Waterfront Communities-The Island,43.64368,-79.39033,Entire condo,Entire home/apt,2,1.0,1.0,450.0,1,21,11,41,71,251,16,16,6,4.75,4.69,4.69,4.88,4.75,4.81,4.63,True,5.65,34,4871.0
within an hour,1.0,1.0,False,1.0,True,True,Oakridge,43.69776,-79.27238,Entire home,Entire home/apt,10,4.0,4.0,200.0,28,90,0,0,0,262,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,1.0,67,5063.0
within an hour,1.0,0.94,False,54.0,True,True,Waterfront Communities-The Island,43.64448204,-79.39167718,Entire condo,Entire home/apt,4,1.0,2.0,235.0,5,365,5,35,65,245,3,3,1,5.0,5.0,5.0,4.67,4.67,4.67,5.0,True,1.84,19,1940.0
within an hour,0.89,1.0,False,1.0,True,True,Dovercourt-Wallace Emerson-Junction,43.66906,-79.43483,Entire guest suite,Entire home/apt,4,1.0,2.0,120.0,28,1125,0,2,32,307,1,1,1,5.0,5.0,4.0,5.0,5.0,3.0,3.0,False,1.0,45,2847.0
within an hour,1.0,0.9,False,7.0,True,True,South Riverdale,43.6666805,-79.3461706,Entire home,Entire home/apt,5,3.0,3.0,395.0,2,365,1,1,1,83,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.73,19,2124.0
within an hour,1.0,0.95,False,3.0,True,True,Oakwood Village,43.69129845,-79.44112583,Entire home,Entire home/apt,4,2.0,2.0,207.0,1,10,11,41,71,71,24,24,10,4.58,4.75,4.79,4.88,4.88,4.63,4.42,False,9.6,44,1587.0
within an hour,1.0,1.0,False,2.0,True,True,Birchcliffe-Cliffside,43.68939291,-79.26843027,Entire townhouse,Entire home/apt,5,2.0,2.0,450.0,3,30,0,5,35,125,1,1,1,5.0,5.0,5.0,5.0,5.0,4.0,5.0,False,1.0,54,1039.0
within an hour,1.0,1.0,False,4.0,True,True,Pleasant View,43.77894753,-79.33040192,Private room in home,Private room,2,1.0,1.0,110.0,1,365,0,0,0,235,8,8,2,4.5,4.75,4.5,4.75,4.88,4.63,4.5,False,3.75,28,2844.0
within an hour,1.0,1.0,False,1.0,True,True,Taylor-Massey,43.70102,-79.29584,Entire guest suite,Entire home/apt,2,1.0,1.0,110.0,5,365,16,46,76,351,7,7,3,4.71,4.57,4.57,4.71,4.57,4.71,4.43,False,2.84,36,3682.0
within an hour,1.0,0.97,False,1.0,True,True,Waterfront Communities-The Island,43.63918922,-79.3981493,Entire condo,Entire home/apt,6,1.0,2.0,314.0,1,180,4,17,45,134,22,22,7,4.91,5.0,4.91,4.86,5.0,5.0,4.82,False,8.57,49,3075.0
within an hour,1.0,1.0,False,1.0,True,True,Rockcliffe-Smythe,43.67107,-79.49608,Entire guest suite,Entire home/apt,4,1.0,2.0,175.0,3,27,4,34,64,64,8,8,5,5.0,5.0,5.0,5.0,5.0,4.88,4.88,False,3.29,50,3151.0
within an hour,0.98,0.9,False,18.0,True,True,Trinity-Bellwoods,43.65226,-79.41223,Private room in home,Private room,1,1.0,1.0,77.0,28,60,16,46,76,76,4,4,1,4.25,4.25,4.0,5.0,5.0,5.0,4.25,False,1.85,10,4054.0
within an hour,1.0,1.0,False,1.0,True,False,Islington-City Centre West,43.64710198,-79.53548992,Entire home,Entire home/apt,2,1.0,1.0,134.0,2,1125,3,25,55,193,19,19,8,4.89,5.0,4.74,5.0,5.0,4.84,4.84,True,8.51,35,3264.0
within a day,0.93,0.59,False,1.0,True,True,Waterfront Communities-The Island,43.64280103,-79.40017011,Private room in condo,Private room,2,1.0,1.0,121.0,1,10,5,25,47,121,11,11,5,4.73,4.82,4.91,4.73,4.91,5.0,4.64,False,5.79,20,3463.0
within a day,0.52,0.87,False,14.0,True,True,Banbury-Don Mills,43.74849,-79.3572,Private room in home,Private room,1,1.0,1.0,34.0,30,365,0,0,5,280,1,1,0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,True,0.67,7,3925.0
within an hour,1.0,1.0,False,4.0,True,False,Danforth East York,43.68784427,-79.3360553,Entire home,Entire home/apt,7,4.0,4.0,375.0,2,365,18,48,78,353,5,5,3,4.2,4.6,4.8,4.6,4.4,4.6,3.8,False,3.95,10,2761.0
within an hour,1.0,0.99,False,9.0,True,True,Niagara,43.63697,-79.40073,Entire condo,Entire home/apt,6,2.0,3.0,554.0,1,365,21,32,32,32,12,12,7,4.67,4.75,4.58,4.83,4.83,4.92,4.17,False,5.37,37,3180.0
within an hour,1.0,0.97,False,1.0,True,True,South Parkdale,43.64172545,-79.43101052,Entire loft,Entire home/apt,2,1.0,1.0,190.0,4,28,1,6,18,43,12,12,5,5.0,5.0,5.0,4.92,5.0,4.83,5.0,True,5.45,41,2768.0
within a few hours,1.0,0.68,False,1.0,True,True,Yorkdale-Glen Park,43.7167875,-79.4537878,Entire guest suite,Entire home/apt,4,1.0,3.0,175.0,2,27,6,21,47,137,2,2,2,5.0,5.0,5.0,5.0,5.0,4.5,5.0,False,2.0,49,5064.0
within an hour,1.0,0.92,False,2.0,True,True,North Riverdale,43.67458188,-79.35095185,Entire guest suite,Entire home/apt,2,1.0,1.0,135.0,1,365,0,0,0,59,8,8,3,5.0,5.0,5.0,5.0,4.75,4.63,4.75,True,4.62,9,1778.0
within an hour,1.0,0.67,False,4.0,True,True,Waterfront Communities-The Island,43.64624673,-79.40208337,Entire loft,Entire home/apt,2,1.0,1.0,209.0,28,1125,9,39,69,159,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.91,49,2273.0
within a few hours,1.0,0.94,False,7.0,True,True,Princess-Rosethorn,43.65891,-79.54155,Private room in home,Private room,1,1.0,1.0,45.0,28,1125,6,19,19,163,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.77,40,4246.0
within an hour,1.0,1.0,False,1.0,True,True,South Riverdale,43.66354529,-79.33959412,Entire loft,Entire home/apt,2,1.0,1.0,400.0,2,30,19,49,79,354,2,2,0,4.0,4.0,4.5,3.0,4.5,5.0,4.0,True,1.13,14,2538.0
within a few hours,1.0,0.88,False,2.0,True,True,Mimico (includes Humber Bay Shores),43.62456218,-79.48036343,Private room in condo,Private room,1,1.0,1.0,76.0,1,4,4,34,64,339,7,7,2,5.0,5.0,4.86,5.0,5.0,4.57,5.0,False,3.13,26,2403.0
within an hour,1.0,0.97,True,3.0,True,True,Blake-Jones,43.67434723,-79.34130353,Private room in home,Private room,2,1.0,1.0,90.0,2,14,0,4,19,76,8,8,2,4.88,4.88,4.88,5.0,4.88,4.75,4.75,False,3.24,48,2181.0
within an hour,1.0,0.5,False,7.0,True,True,Weston,43.69777,-79.51495,Entire condo,Entire home/apt,4,2.0,2.0,121.0,28,30,20,47,77,77,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.73,25,2434.0
within an hour,1.0,0.86,False,1.0,True,True,Milliken,43.81636,-79.28932,Entire guest suite,Entire home/apt,2,1.0,1.0,75.0,2,1125,8,38,68,158,8,8,5,4.88,4.88,4.88,5.0,5.0,4.5,4.88,True,4.9,37,5056.0
within a few hours,1.0,0.42,False,1.0,True,True,Niagara,43.63751268,-79.40465716,Entire condo,Entire home/apt,2,1.0,1.0,264.0,2,1125,1,7,37,73,6,6,1,5.0,5.0,4.67,5.0,5.0,5.0,4.83,False,2.4,41,1587.0
within an hour,1.0,1.0,False,7.0,True,True,West Humber-Clairville,43.73323204,-79.59381029,Private room in home,Private room,1,1.0,1.0,36.0,28,365,0,0,0,76,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1.0,39,2891.0
within an hour,1.0,0.93,False,274.0,True,True,Waterfront Communities-The Island,43.6402872,-79.3973206,Entire condo,Entire home/apt,3,1.0,2.0,447.0,3,1125,17,47,71,71,16,16,6,4.19,4.19,4.5,4.19,4.44,4.69,4.19,False,6.4,43,3965.0
within an hour,1.0,0.96,False,15.0,True,True,South Riverdale,43.66872,-79.33801,Private room in home,Private room,1,1.0,1.0,119.0,1,365,0,26,56,331,13,13,8,5.0,4.85,4.92,4.92,5.0,4.92,4.85,False,5.06,37,3985.0
within an hour,1.0,0.97,False,3.0,True,True,Waterfront Communities-The Island,43.6441277,-79.3894058,Entire condo,Entire home/apt,8,3.0,3.0,1270.0,3,1125,18,48,72,72,21,21,10,5.0,5.0,5.0,5.0,4.95,5.0,5.0,False,9.0,66,5033.0
within an hour,1.0,1.0,False,1.0,False,True,North St.James Town,43.67062731,-79.37128815,Entire condo,Entire home/apt,4,2.0,2.0,283.0,3,1125,0,16,46,321,2,2,1,5.0,5.0,5.0,4.5,5.0,5.0,5.0,True,1.54,11,5056.0
within a day,0.67,0.23,False,1.0,True,True,Waterfront Communities-The Island,43.64857,-79.39012,Entire condo,Entire home/apt,4,2.0,2.0,176.0,28,60,0,1,23,264,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.54,14,5037.0
within an hour,1.0,0.94,False,5.0,True,False,St.Andrew-Windfields,43.75390841,-79.36158498,Private room in rental unit,Private room,4,1.0,1.0,90.0,1,60,8,30,53,233,4,4,4,5.0,5.0,4.75,5.0,5.0,4.75,4.75,True,4.0,45,5029.0
within an hour,1.0,0.94,False,5.0,True,False,St.Andrew-Windfields,43.75513904,-79.36047091,Private room in rental unit,Private room,4,1.0,1.0,58.0,1,60,2,20,50,325,7,7,5,4.57,4.86,4.57,4.43,4.71,4.57,4.57,True,5.53,44,5029.0
within an hour,1.0,1.0,False,2.0,True,True,Downsview-Roding-CFB,43.7367562,-79.48435914,Entire condo,Entire home/apt,6,2.0,3.0,312.0,5,365,0,6,36,126,5,5,4,5.0,5.0,5.0,4.8,5.0,4.8,4.6,True,4.41,56,5000.0
within an hour,1.0,1.0,False,39.0,True,True,Waterfront Communities-The Island,43.64076,-79.39754,Entire condo,Entire home/apt,4,1.0,3.0,485.0,1,179,28,58,88,88,1,1,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,False,1.0,46,3591.0
within an hour,1.0,0.97,False,1.0,True,False,Newtonbrook West,43.77688,-79.44101,Entire rental unit,Entire home/apt,6,2.0,3.0,413.0,3,27,20,43,73,163,17,17,6,5.0,4.94,4.94,5.0,5.0,4.88,4.94,False,6.37,53,5056.0
within an hour,1.0,1.0,False,3.0,True,True,Flemingdon Park,43.7202517,-79.33570102,Entire condo,Entire home/apt,2,1.0,1.0,213.0,5,365,1,1,1,1,12,12,1,5.0,5.0,5.0,4.92,5.0,4.83,4.83,False,5.07,49,2914.0
within an hour,1.0,0.99,False,5.0,True,True,Cliffcrest,43.71229,-79.23454,Private room in home,Private room,1,1.0,1.0,32.0,4,28,8,25,55,55,4,4,2,5.0,5.0,5.0,4.75,5.0,3.75,4.75,True,1.71,11,4166.0
within an hour,1.0,0.8,False,4.0,True,True,Roncesvalles,43.64209,-79.44199,Entire home,Entire home/apt,6,4.0,3.0,612.0,3,365,1,24,28,43,2,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,2.0,65,904.0
within an hour,1.0,1.0,False,2.0,False,False,Stonegate-Queensway,43.64475694,-79.52281251,Entire guest suite,Entire home/apt,4,2.0,3.0,120.0,29,90,30,60,90,365,1,1,0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,True,0.65,16,5065.0
within a few hours,1.0,0.96,True,2.0,True,True,Cabbagetown-South St.James Town,43.66381041,-79.360511,Entire loft,Entire home/apt,4,2.0,2.0,280.0,3,1125,4,20,50,50,4,4,3,5.0,5.0,5.0,5.0,5.0,4.75,4.5,True,3.24,17,1473.0
within an hour,1.0,0.92,False,2.0,True,True,South Riverdale,43.65829841,-79.34667433,Entire home,Entire home/apt,3,1.0,1.0,183.0,3,90,11,41,71,346,13,13,8,5.0,5.0,5.0,5.0,4.92,5.0,4.77,False,5.82,43,2682.0
within an hour,0.96,0.99,False,3.0,True,True,The Beaches,43.67196186,-79.29700023,Entire rental unit,Entire home/apt,2,1.0,1.0,185.0,28,365,16,46,76,351,9,9,2,4.78,4.56,4.89,5.0,5.0,5.0,4.44,False,4.82,34,2449.0
within a few hours,1.0,0.79,False,2.0,True,False,Woodbine Corridor,43.67540939,-79.31233214,Private room in home,Private room,1,1.0,1.0,66.0,2,30,6,36,66,156,9,9,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,3.91,31,2302.0
within an hour,1.0,0.94,False,7.0,True,True,Palmerston-Little Italy,43.65666755,-79.4213875,Entire home,Entire home/apt,3,2.0,2.0,130.0,28,365,0,0,0,258,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1.0,38,3432.0
within an hour,1.0,1.0,False,1.0,True,True,Stonegate-Queensway,43.64023153,-79.52145111,Private room in bungalow,Private room,4,2.0,2.0,140.0,1,1125,17,47,77,352,11,11,5,4.55,4.73,4.36,4.91,4.73,4.64,4.36,True,6.88,37,5051.0
within an hour,1.0,0.97,False,2.0,True,True,Elms-Old Rexdale,43.71992975,-79.55617638,Entire home,Entire home/apt,8,4.0,4.0,429.0,2,31,12,12,12,261,3,3,3,4.0,5.0,4.33,5.0,5.0,4.33,4.33,False,3.0,39,4998.0
within an hour,1.0,1.0,False,1.0,True,False,Rockcliffe-Smythe,43.67192435,-79.4831566,Entire home,Entire home/apt,4,3.0,2.0,325.0,2,365,0,0,0,5,4,4,2,4.5,4.25,4.25,3.5,4.5,4.5,4.75,True,3.08,44,734.0
